Course, CRN, Comments, Department, Last Taught
CDAE 166, 90074, Prerequisites: CDAE 002 or CDAE 061, or  equivalent; Minimum Sophomore standing;  Open to Degree and CDE students; Civic  Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 167, 91363, Prereqs enforced by the system: CDAE  166; or Instructor permission, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 168, 90086, Prereqs: CDAE 061 or equivalent or  instructor permission;, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 170, 94919, No Requirement Information Given, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 171, 13257, Prereqs enforced by the system: CDAE  002; CDAE 61 or equivalent; Instructor  permission required; Cross listed with  CDAE 195 B, CDAE 291 B, and 295 J;  Program fee: $2500; Service Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 173, 93105, Minimum sophomore standing, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 175, 14884, Prereqs enforced by the system: CDAE  167, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 178, 94319, No Requirement Information Given, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 186, 91356, Instructor permission required; St  Lucia Program Fee: $2000; Cross listed  with CDAE 286; Service Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2016
CDAE 191, 90091, Instructor permission required;  Independent study course; Contact  instructor for meeting time and  location, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 195, 94973, Civic Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 196, 13416, Title: College Media Practicum Variable  credits 1-12; Instructor permission  required; Must have a plan on file; S/U  grading only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2019
CDAE 205, 95263, No Requirement Information Given, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2018
CDAE 208, 10641, Prereq: CDAE 102 or equivalent, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 218, 11055, Prereq: CDAE 61 and CDAE 102 or  instructor permission; Jr Standing, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 224, 94960, Senior Standing; CDAE 024, CDAE 015, and CDAE 121, or CDAE 120; Service  Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 231, 94928, Prereqs enforced by the system: CDAE  015; PCOM Majors or Applied Design  Minors Only; CDAE 015; HIGHLY  RECOMMENDED: CDAE 016 OR CDAE 18 or  ARTS 144 or 145, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 237, 93295, Prereq: CDAE 102 or Instructor  permission, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 250, 90835, Must register for CDAE 250 A01 or CDAE  250 A02 lab; or CDAE 250 A03; Prereqs  enforced by the system: STAT 141 or  STAT 111; Service Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 251, 13731, Prereqs: One of the following:CDAE 102, CDAE 171, CDAE 186, or equivalent  course, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 253, 10239, Prereqs: CDAE 61 or ECON 11 and CDAE  102, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 254, 90184, Prereqs: CDAE 61 and CDAE 102, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 255, 10732, Prereqs: CDAE 254 or ECON 172 or  instructor permission, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 259, 94776, Prereqs enforced by the system: CDAE  159; Instructor permission required;  Minimum Sophomore Standing; Contact  instructor for location; Service  Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 260, 13771, Cross listed with PA 260 A, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 266, 14896, Prereqs enforced by the system: CDAE  166 and MATH 019 and CALS 085 or CS 002, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 267, 10240, Prereqs enforced by the system: CDAE  166 or 167 or 168; CEN majors & minors  with Senior standing, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 271, 94456, Prereqs CDAE 102, Sr standing; CDAE  Majors or Minors; Majors(CEN, CID, PCOM) Minors(CA, CDA4, CEN, CID, PCOM, GBCD, CONA); Service Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 272, 15438, Prereq: CDAE 102, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2018
CDAE 273, 11249, Prereqs enforced by the system: CDAE  102; or Instructor Permission; Service  Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 276, 90883, No Requirement Information Given, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2019
CDAE 278, 14397, Civic Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 286, 91442, Prereqs enforced by the system: CDAE  186; Cross listed with CDAE 186;  Instructor permission required; St.  Lucia Program Fee: $2000; Service  Learning, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2016
CDAE 291, 90185, Instructor Permission Required, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 295, 95254, Crosslisted with PA 395 A; CID Majors  Only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 296, 93370, Instructor Permission Required; Must  have a plan on file, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 298, 90231, Instructor permission required; junior  standing, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 321, 14859, Graduate Student Standing Only Cross  listed with FS 321, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 326, 91289, Cross listed with PA 326 A; Graduate  standing only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 335, 14855, Cross listed with FS 335 A, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 351, 90757, Cross listed with PA 303 B Must  register for a lab A01 or A02 Open to  Degree and CDE students; Prereq:  Statistics Course, Computer Course or  Instructor Permission;, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 354, 94358, Graduate Students only; CDAE 254 or  equivalent, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 359, 14956, Graduate Student Only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CDAE 391, 90234, Graduate standing only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 392, 90235, Graduate standing only, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Fall 2020
CDAE 395, 15818, Spring Break Travel Course: 1/13 - 5/1/  2020; Travel Dates: 3/6-3/15-2020;  Location: Puerto Rico; Instructor  Permission required; Meets in Morrill  010; Title: Puerto Rico:Food System  Resilience in Coastal Communities; Open  to CDE and Degree Students; Program  Fee: $1, 372.00, COMMUNITY--DEVELOPMENT--&--APPLIED--ECONOMICS, Spring 2020
CE 001, 90445, Prereqs enforced by the system: MATH  022 or 023 & PHYS 031; CEMS students  only; CDE students by permission; Must  co-enroll in L01 Restricted to ME and  BIOM majors during week of registration, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 003, 12309, Limited to Civil & Environmental  Engineering, Engineering Mgt and  Engineering majors only and undecided  engineering, or instructor's permission;  Must register for a lab, L01-L04, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 010, 90467, Prereqs enforced by the system: MATH  010 or MATH 019 or 021; Minimum  sophomore standing; Register for a lab  L01 - L03; Open to Degree and CDE  students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 092, 95946, Course title: Relating Physics to  Statics, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 100, 92474, Prereqs enforced by the system: CE 001  with C- or better; Coreq MATH 121; For  Civil and Mechanical Engineering majors  only, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 101, 15170, Must register for lab A01 or A02, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 132, 92475, Prereqs enforced by the system: CHEM  031 and MATH 019 or 021 Class meets in  E210 South, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 133, 90494, Coreq: CE 010; Civil and environmental  engineering students only, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 151, 93352, Prereqs enforced by the system: CE 132  with C- or better, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 160, 93353, Prereqs enforced by the system: CE 001  with C- or better and MATH 121 Coreq:  CS 020, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 162, 92261, Coreq: CE 160; Must register for CE 162  L01, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 170, 10477, Prereqs enforced by the system: MATH  271, CS 020; Coreqs: MATH 122 or MATH  124, CE 100 or ME 014, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 172, 90499, Prereqs enforced by the system: CE 170;  Open to Degree and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 173, 10478, Prereqs enforced by the system: CE 170;  (Design or Technical Elective for  Civils if have also taken CE 172), CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 175, 10686, CE, EENV mjrs; Senior Standing only  Includes Wednesday Recitation, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2016
CE 180, 12809, Prereqs enforced by the system: CE 100  or ME 014; Civil Engineering students  only, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 182, 12305, Prereq: CE 100 or ME 014; Coreq: CE 180, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 185, 92477, Senior standing in Civil or  Environmental Engineering; Service  Learning, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 186, 12811, Prereq: CE 185; Service Learning, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 192, 97042, Instructor permission required; Course  title: Independent Study Fluids, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 193, 90501, Prereqs enforced by the system: CEMS  101  C, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 194, 15376, Instructor permission required, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 195, 15958, Cross listed with CE 101 A Location:  Votey 114A, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2019
CE 201, 14860, Prereq: CE 100 or ME 014, Civil  Elective, Civil Design Elective, Environmental Elective, Environmental  Design Elective, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2019
CE 218, 91361, Prereqs enforced by the system: MATH  271, CS 020 and MATH 122 or MATH 124;  Cross listed with ME 218 A; Technical  Elective (Civil, Env); Open to Degree  and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 241, 95108, Prereq: CE 133; Design Elective (Civil, Env), CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 247, 95151, Prereqs enforced by the system: CE151  Design Elective (Civil) BioGeoChem  Design Elective (Env) Tech Elective  (Civil, Env); Open to Degree and CDE  students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 250, 15803, Prerequisites: CHEM 031, CHEM 032, CE  132, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2018
CE 253, 93274, Prereqs enforced by the system: CE 132  and CE 133; Design Elective (Civil);  BioGeoChem Design Elective (Env), CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 254, 13701, Prereqs enforced by the system: CHEM  032, CE 132, and STAT 143; Must  register for lab, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 255, 95902, Prereqs: CE 151; Design Elective (CE)  BioGeoChem Elective (EENV), CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 256, 14931, Prereqs enforced by the system: CE 151  Design Elective (Civil); BioGeoChem  Design Elective (Env); Tech Elective  (Civil, Env), CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 260, 94124, Prereqs enforced by the system: CE 160;  Technical Elective (Civil, Env); Open  to Degree and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 262, 14927, Prereqs enforced by the system: CE 260  Design Elective (Civil); HydroGeoPhys  Design Elective (Env); Tech Elective  (Civil, Env), CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 263, 15457, Prereqs enforced by the system: CE 160;  Design Elective (Civil); HydroGeoPhys  Design Elective (Env); Tech Elective  (Civil, Env), CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 265, 14929, Prereqs enforced by the system: CE 160  Design Elective (Civil); HydroGeoPhys  Design Elective (Env); Tech Elective  (Civil, Env), CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 271, 91292, Prereqs enforced by the system: CE 170;  Technical Elective (Civil); Open to  Degree and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 272, 14856, Crosslisted with ME 270; Senior  standing in Engineering or Physical  Sciences or instructor permission;  Civil Elective, Civil Design Elective, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2019
CE 273, 12308, Prereq: CE 170; Civil Elective, Civil  Design Elective, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 285, 93276, Prereqs enforced by the system: CE 180  or instructor permission; Design  Elective (Civil); HydroGeoPhys Design  Elective (Env), CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 286, 92552, Prereqs enforced by the system: CE 180;  Design Elective (Civil); Tech elective  (Civil); Open to Degree and CDE  students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 288, 95307, Prereqs enforced by the system: CE 180;  Design Elective (Civil); HydroGeoPhys  Design Elective (Env), CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 290, 97039, Instructor permission required; Course  title:Public Policy Sustainbl Transp, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 295, 95207, Prereq CE 160 Design Elective (Civil)  HydroGeoPhys Design Elective (Env) Tech  Elective (Civil, Env) Undergrad students  only; Grad students register for CE 395  A, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 359, 95153, Prereqs enforced by the system: CS 020  or STAT 223; or equivalant; Cross  listed with CSYS 369, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 367, 14839, Prereqs enforced by the system: CE 265  or instructor permisson, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2017
CE 369, 95114, Prereqs enforced by the system:CS 20 or  21, STAT 223 or 225; or instructor  permission; Cross listed with CSYS/STAT  369; Total combined enrollment = 20, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2019
CE 370, 95154, Prereq: STAT 151 or equivalent; Open to  Degree and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 380, 96004, No Requirement Information Given, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2017
CE 391, 91618, Graduate standing only, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 392, 13461, No Requirement Information Given, CIVIL--&--ENVIRONMENTAL--ENGR, Spring 2020
CE 395, 96137, Grad students only; Undergrad students  register for CE 295 A; Open to Degree  and CDE students, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CE 491, 91625, Graduate standing only, CIVIL--&--ENVIRONMENTAL--ENGR, Fall 2020
CEMS 050, 96178, First-time, first-year students in CEMS  only; Must register for a Lab, ENGR--&--MATH--SCIENCES, Fall 2020
CEMS 095, 96080, No Requirement Information Given, ENGR--&--MATH--SCIENCES, Fall 2019
CEMS 101, 12950, Enrollment limited to HCOL students in  CEMS, ENGR--&--MATH--SCIENCES, Spring 2020
CEMS 190, 93623, No Requirement Information Given, ENGR--&--MATH--SCIENCES, Fall 2020
CEMS 192, 96207, Instructor permission required, ENGR--&--MATH--SCIENCES, Fall 2020
CEMS 195, 95826, Contact department for location, ENGR--&--MATH--SCIENCES, Fall 2019
CEMS 290, 96994, No Requirement Information Given, ENGR--&--MATH--SCIENCES, Fall 2020
CEMS 295, 15707, Cross listed with CEMS 095 A, CEMS 095  OL1, CEMS 295 OL1; Open to Degree and  CDE students, ENGR--&--MATH--SCIENCES, Spring 2017
CHEM 023, 90038, Must register for a CHEM 023 LAB  L01-L13; $50 fee for chemical lab  supplies; Non-CAS, non-BSAD students  only; Open to degree and CDE students;  Cross listed with CHEM 025 A., CHEMISTRY, Fall 2020
CHEM 025, 90546, Open to degree and CDE students; Cross  listed with CHEM 023 LEC A., CHEMISTRY, Fall 2020
CHEM 026, 10091, Prereqs enforced by the system: CHEM 23  or 31; Must register for a CHEM 026 lab, L01 - L11; $85 fee: Chem Lab Supplies;  Open to Degree and CDE students; Cross  listed with CHEM 028 A, CHEMISTRY, Spring 2020
CHEM 028, 10628, See comment on CHEM 028 A., CHEMISTRY, Spring 2020
CHEM 031, 90166, Must register for a CHEM 031 LAB  L01-L53; Credit cannot be granted for  both 031 and either 023 or 035; $50 fee  for chemical lab supplies; Degree  students only even after level  restrictions removed; CDE and Post Bac  Pre Med students register for CHEM 031  ZRA., CHEMISTRY, Fall 2020
CHEM 032, 93799, Prereqs enforced by the system: CHEM  031 or 035; Must register for a CHEM  032 LAB L01-L03; Degree students only  even after level restrs are removed;  CDE and Post Bac Pre Med students  register for CHEM 032 ZRA; $37 fee for  chemical lab supplies;, CHEMISTRY, Fall 2020
CHEM 035, 90545, Must register for a CHEM 035 lab; FTFY  CHEM or BICM majors only; Credit cannot  be granted for both 35 & either 23 or  31; $37 fee for Chemical lab supplies, CHEMISTRY, Fall 2016
CHEM 036, 10112, Prereqs enforced by the system: CHEM  031 or 035; Must register for a CHEM  036 lab, A01 - A03; $37 fee: Chem Lab  Supplies - CHEM 036; BICM, CHEM majors  only, CHEMISTRY, Spring 2017
CHEM 042, 10095, Prereqs enforced by the system: CHEM  023 or 031; Must register for a CHEM  042 lab, L01-L09; $85 fee: Chem Lab  Supplies; Open to Degree and CDE  students Cross listed with CHEM 044 A., CHEMISTRY, Spring 2020
